"point_id","plot","easting_m","northing_m","pi_mpb_killed","pi_mpb_killed_pc","NDMI_2003","NDMI_2005","NDMI_2006","NDMI_2007","NDMI_2008","NDMI_2009","NDMI_2010","NDMI_2011","NDMI_2012","NDMI_2013","NDMI_2014"
46,12,523670.436,5447490.177,1.3616191353309,92.5614495204142,0.443476438522339,0.401047974824905,0.437807619571686,0.352030664682388,0.417149245738983,0.411839663982391,0.360829174518585,0.434780180454254,0.414307057857513,0.4036605656147,0.401146918535233
47,12,523702.516,5447466.033,1.3616191353309,92.5614495204142,0.42133754491806,0.372474491596222,0.367981970310211,0.361462712287903,0.366236209869385,0.409297049045563,0.368067026138306,0.409063011407852,0.421115100383759,0.404024243354797,0.416717946529388
48,12,523672.089,5447465.703,1.3616191353309,92.5614495204142,0.443476438522339,0.401047974824905,0.437807619571686,0.352030664682388,0.417149245738983,0.411839663982391,0.360829174518585,0.434780180454254,0.414307057857513,0.4036605656147,0.401146918535233
49,13,523648.211,5447487.266,11.578429154288,86.7801906400317,0.41564467549324,0.38469409942627,0.367842525243759,0.384473115205765,0.365990847349167,0.396316111087799,0.403396546840668,0.396699696779251,0.409113973379135,0.408814549446106,0.4056775867939
50,13,523616.461,5447488.589,11.578429154288,86.7801906400317,0.464142560958862,0.420568287372589,0.423574805259705,0.407350331544876,0.428969949483871,0.413046956062317,0.455234467983246,0.419246464967728,0.427564084529877,0.436838001012802,0.44704607129097
51,13,523648.541,5447464.446,11.578429154288,86.7801906400317,0.41564467549324,0.38469409942627,0.367842525243759,0.384473115205765,0.365990847349167,0.396316111087799,0.403396546840668,0.396699696779251,0.409113973379135,0.408814549446106,0.4056775867939
52,13,523618.114,5447464.115,11.578429154288,86.7801906400317,0.464142560958862,0.420568287372589,0.423574805259705,0.407350331544876,0.428969949483871,0.413046956062317,0.455234467983246,0.419246464967728,0.427564084529877,0.436838001012802,0.44704607129097
53,14,523441.041,5447636.492,12.2775414763885,86.7627074102368,0.382566004991531,0.358548432588577,0.339498370885849,0.33469220995903,0.34280800819397,0.372482389211655,0.422885417938232,0.403242468833923,0.405866086483002,0.403109967708588,0.393691182136536
54,14,523409.291,5447637.814,12.2775414763885,86.7627074102368,0.346316754817963,0.318293809890747,0.309436291456223,0.298171639442444,0.288888692855835,0.313027411699295,0.33637934923172,0.36663743853569,0.372661679983139,0.365429759025574,0.370105624198914
55,14,523441.372,5447613.671,12.2775414763885,86.7627074102368,0.382566004991531,0.358548432588577,0.339498370885849,0.33469220995903,0.34280800819397,0.372482389211655,0.422885417938232,0.403242468833923,0.405866086483002,0.403109967708588,0.393691182136536
